(1e-07, 10, 0.85, 5, 0.1, 0, 0, 10)
(1e-07, 10, 0.85, 5, 0.1, 0, 0, 100)
(1e-07, 10, 0.85, 5, 0.1, 0, 0, 1000)
(1e-07, 10, 0.85, 5, 0.1, 0, 0, 10000)
(1e-07, 10, 0.85, 5, 0.1, -0.5, 0, 10)
(1e-07, 10, 0.85, 5, 0.1, -0.5, 0, 100)
(1e-07, 10, 0.85, 5, 0.1, -0.5, 0, 1000)
(1e-07, 10, 0.85, 5, 0.1, -0.5, 0, 10000)
(1e-07, 10, 0.85, 5, 0.1, -1.5, 0, 10)
(1e-07, 10, 0.85, 5, 0.1, -1.5, 0, 100)
(1e-07, 10, 0.85, 5, 0.1, -1.5, 0, 1000)
(1e-07, 10, 0.85, 5, 0.1, -1.5, 0, 10000)
(1e-07, 10, 0.85, 5, 1, 0, 0, 10)
(1e-07, 10, 0.85, 5, 1, 0, 0, 100)
(1e-07, 10, 0.85, 5, 1, 0, 0, 1000)
(1e-07, 10, 0.85, 5, 1, 0, 0, 10000)
(1e-07, 10, 0.85, 5, 1, -0.5, 0, 10)
(1e-07, 10, 0.85, 5, 1, -0.5, 0, 100)
(1e-07, 10, 0.85, 5, 1, -0.5, 0, 1000)
(1e-07, 10, 0.85, 5, 1, -0.5, 0, 10000)
(1e-07, 10, 0.85, 5, 1, -1.5, 0, 10)
(1e-07, 10, 0.85, 5, 1, -1.5, 0, 100)
(1e-07, 10, 0.85, 5, 1, -1.5, 0, 1000)
(1e-07, 10, 0.85, 5, 1, -1.5, 0, 10000)
(1e-07, 10, 0.85, 5, 10, 0, 0, 10)
(1e-07, 10, 0.85, 5, 10, 0, 0, 100)
(1e-07, 10, 0.85, 5, 10, 0, 0, 1000)
(1e-07, 10, 0.85, 5, 10, 0, 0, 10000)
(1e-07, 10, 0.85, 5, 10, -0.5, 0, 10)
(1e-07, 10, 0.85, 5, 10, -0.5, 0, 100)
(1e-07, 10, 0.85, 5, 10, -0.5, 0, 1000)
(1e-07, 10, 0.85, 5, 10, -0.5, 0, 10000)
(1e-07, 10, 0.85, 5, 10, -1.5, 0, 10)
(1e-07, 10, 0.85, 5, 10, -1.5, 0, 100)
(1e-07, 10, 0.85, 5, 10, -1.5, 0, 1000)
(1e-07, 10, 0.85, 5, 10, -1.5, 0, 10000)
(1e-07, 10, 0.85, 10, 0.1, 0, 0, 10)
(1e-07, 10, 0.85, 10, 0.1, 0, 0, 100)
(1e-07, 10, 0.85, 10, 0.1, 0, 0, 1000)
(1e-07, 10, 0.85, 10, 0.1, 0, 0, 10000)
(1e-07, 10, 0.85, 10, 0.1, -0.5, 0, 10)
(1e-07, 10, 0.85, 10, 0.1, -0.5, 0, 100)
